STAGE,VERSION,MATERIAL,ORDER TYPE,MATERIAL DESCR.,PRO QUANITY,ORDER VALUE,COMPONENT,COMPONENT DESCR.,COST CENTER,MOVEMENT TYPE,COMPONENT QTY.,COMPONENT VALUE,REMARK
FGDMN000000001,0001,IMDBCMA0000003,ZPI2,DBCMA (hydrolysis),"22,006.000",0.00,00750085,CAUSTIC SODA LYE,DBCMHY076L,,"2,421.000","1,47,330.01",
FGDMN000000001,0001,IMDBCMA0000003,ZPI2,DBCMA (hydrolysis),"22,006.000",0.00,IMDBESTER00002,DBester,DBCMHY076L,,"23,193.000","6,84,26,271.21",
,,IMDBCMA0000003,ZPI2,,,,,,,,"27,815.000","6,86,66,412.81",
,,IMDBCMA0000003,,,,,,,,,"27,815.000","6,86,66,412.81",
FGDMN000000001,0001,IMDBCMAC000004,ZPI2,DBCMAC,"21,500.000","5,58,33,322.90",00700183,DI METHYL FORMAMIDE,DBCMAC076L,,75.000,"11,286.25",
FGDMN000000001,0001,IMDBCMAC000004,ZPI2,DBCMAC,"21,500.000",0.00,00700825,TOLUENE,DBCMAC076L,,"2,111.000","1,05,650.2",
FGDMN000000001,0001,IMDBCMAC000004,ZPI2,DBCMAC,"21,500.000",0.00,00750085,CAUSTIC SODA LYE,DBCMAC076L,,"7,525.000","4,53,134.76",
FGDMN000000001,0001,IMDBCMAC000004,ZPI2,DBCMAC,"21,500.000",0.00,00750820,THIONYL CHLORIDE,DBCMAC076L,,"9,741.000","2,96,227.4",
FGDMN000000001,0001,IMDBCMAC000004,ZPI2,DBCMAC,"21,500.000",0.00,EFDBCMAC000001,DBCMA A/L (Hydraulic load),DBCMAC076L,,"-1,348.047",0,
FGDMN000000001,0001,IMDBCMAC000004,ZPI2,DBCMAC,"21,500.000",0.00,IMDBCMA0000003,DBCMA (hydrolysis),DBCMAC076L,,"20,500.000","5,49,15,110.35",
,,IMDBCMAC000004,ZPI2,,,,,,,,"38,603.953","5,57,81,408.96",
,,IMDBCMAC000004,,,,,,,,,"38,603.953","5,57,81,408.96",
FGDMN000000001,0001,IMDBESTER00002,ZPI2,DBester,"18,430.000","5,44,09,355.10",00700475,METHANOL,DBEST076L,,"9,789.000","4,21,921.39",
FGDMN000000001,0001,IMDBESTER00002,ZPI2,DBester,"18,430.000",0.00,00700735,SODIUM BICARBONATE - GRADE A-,DBEST076L,,300.000,"8,806.07",
FGDMN000000001,0001,IMDBESTER00002,ZPI2,DBester,"18,430.000",0.00,00750085,CAUSTIC SODA LYE,DBEST076L,,"1,474.000","92,962.77",
FGDMN000000001,0001,IMDBESTER00002,ZPI2,DBester,"18,430.000",0.00,00750460,METHYLENE DI CHLORID,DBEST076L,,"10,689.000","10,62,086",
FGDMN000000001,0001,IMDBESTER00002,ZPI2,DBester,"18,430.000",0.00,00750500,HEXANE,DBEST076L,,400.000,"21,602.68",
FGDMN000000001,0001,IMDBESTER00002,ZPI2,DBester,"18,430.000",0.00,00750790,SULPHURIC ACID,DBEST076L,,"5,147.000","79,636.18",
FGDMN000000001,0001,IMDBESTER00002,ZPI2,DBester,"18,430.000",0.00,EFDBE000000001,DBEster NaHCO3 wash (Hydraulic load),DBEST076L,,-0.073,0,
FGDMN000000001,0001,IMDBESTER00002,ZPI2,DBester,"18,430.000",0.00,IMDBCMA0000001,DBCMA (halogenation),DBEST076L,,"23,079.000","5,61,45,317.4",
,,IMDBESTER00002,ZPI2,,,,,,,,"50,877.927","5,78,32,332.49",
,,IMDBESTER00002,,,,,,,,,"50,877.927","5,78,32,332.49",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090","14,62,92,229.22",00700200,DICHLOROETHANE -DCE,DCP091L,,"78,859.000","49,41,032.5",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,00700591,2;5 DICHLORO ANILINE,DCP091L,,"5,44,146.000","10,37,36,679.32",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,00700730,SODA ASH,DCP091L,,"1,971.000","65,183.53",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,00700772,SULFAMIC DESCALENT,DCP091L,,"11,000.000","6,01,475.63",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,00705800,SULPHUR DI-OXIDE,DCP091L,,"1,52,000.000","36,39,251.85",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,00750085,CAUSTIC SODA LYE,DCP091L,,"7,900.000","4,91,181.34",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,00750185,DILUTE NITRIC ACID - GRADE A -,DCP091L,,"3,08,583.000","1,07,97,593.07",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,00750560,O. XYLENE,DCP091L,,"23,652.760","16,13,193.37",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,00750790,SULPHURIC ACID,DCP091L,,"5,02,170.000","80,92,050.87",
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,BPSULDIOXIDE01,SULPHER DIOXIDE,DCP091L,,"74,844.000",0,
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,EFDCP000000001,N S scrubber solution ( Hydraulic Load),DCP091L,,"-14,375.997",0,
IMDCP000000001,0001,IMDCP000000001,ZPI2,DCP- Dichloro phenol,"5,25,606.090",0.00,EFDCP000000004,DCP Aqueous( Hydraulic Load),DCP091L,,"-18,06,935.436",0,
,,IMDCP000000001,ZPI2,,,,,,,,"-1,16,185.673","13,39,77,641.48",
,,IMDCP000000001,,,,,,,,,"-1,16,185.673","13,39,77,641.48",
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000","6,64,16,965.55",00700114,PHASE TRANSFER CATAL,DMNCR076L,,337.000,"63,279.78",
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,00700470,META PHENOXY  BENZAL,DMNCR076L,,"11,716.000","81,18,593.02",
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,00700746,SODIUM CYANIDE,DMNCR076L,,"3,657.000","6,32,469.8",
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,00700825,TOLUENE,DMNCR076L,,658.000,"32,931.24",
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,00705100,CHLORINE,DMNCR076L,,"4,000.000","27,583.51",
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,00750085,CAUSTIC SODA LYE,DMNCR076L,,"4,100.000","2,61,905.1",
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,EFDMN000000001,FeSO4 solution (Hydraulic load),DMNCR076L,,-972.563,0,
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,EFDMN000000004,Scrubber solution (Hydraulic load),DMNCR076L,,-972.563,0,
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,EFDMN000000007,DMN A/L (Hydraulic load),DMNCR076L,,-972.563,0,
FGDMN000000001,0001,IMDMN000000005,ZPI2,Deltamethrin Crude,"31,004.000",0.00,IMDBCMAC000004,DBCMAC,DMNCR076L,,"21,282.000","5,66,29,547.87",
,,IMDMN000000005,ZPI2,,,,,,,,"42,832.311","6,57,66,310.32",
,,IMDMN000000005,,,,,,,,,"42,832.311","6,57,66,310.32",
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000","21,41,29,288.68",00700080,CAUSTIC SODA FLAKES,K2DCSA091L,,"70,500.000","36,73,302.61",
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000",0.00,00700083,CARBON DI-OXIDE,K2DCSA091L,,"4,90,916.000","28,56,298.88",
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000",0.00,00700475,METHANOL,K2DCSA091L,,"93,000.000","39,01,703.6",
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000",0.00,00700620,CAUSTIC POTASH LYE,K2DCSA091L,,"3,74,965.000","4,70,55,043.18",
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000",0.00,00750560,O. XYLENE,K2DCSA091L,,"45,752.730","31,19,574.87",
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000",0.00,EFK2DCA0000001,Water of KDCP( Hydraulic Load),K2DCSA091L,,"-9,43,424.136",0,
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000",0.00,EFK2DCA0000004,Filter Cleaning ( Hydraulic Load),K2DCSA091L,,"-88,488.432",0,
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000",0.00,EFK2DCA0000007,DCP Acidification A/L ( Hydraulic Load),K2DCSA091L,,"-37,35,199.944",0,
FGDMB000000001,0001,IMK2DCA0000002,ZPI2,K2DCSA,"8,48,403.000",0.00,IMDCP000000001,DCP- Dichloro phenol,K2DCSA091L,,"5,13,649.090","14,01,65,936.05",
,,IMK2DCA0000002,ZPI2,,,,,,,,"-31,78,329.692","20,07,71,859.19",
,,IMK2DCA0000002,,,,,,,,,"-31,78,329.692","20,07,71,859.19",
FGDMB000000001,0001,IMMECL00000003,ZPI2,Methyl Chloride,"4,37,691.920","2,52,90,768.10",00700475,METHANOL,MECL091L,,"2,99,099.000","1,25,63,642.69",
FGDMB000000001,0001,IMMECL00000003,ZPI2,Methyl Chloride,"4,37,691.920",0.00,00750085,CAUSTIC SODA LYE,MECL091L,,"46,828.000","29,08,976.05",
FGDMB000000001,0001,IMMECL00000003,ZPI2,Methyl Chloride,"4,37,691.920",0.00,00750309,HCl - GRADE-C,MECL091L,,"26,09,583.000","51,40,234.41",
FGDMB000000001,0001,IMMECL00000003,ZPI2,Methyl Chloride,"4,37,691.920",0.00,EFMECL00000001,Mecl Scrubber Solution ( Hydraulic Load),MECL091L,,"-1,89,564.368",0,
FGDMB000000001,0001,IMMECL00000003,ZPI2,Methyl Chloride,"4,37,691.920",0.00,EFMECL00000004,Emergency Scrubber Solution( Hydraulic L,MECL091L,,"-6,302.762",0,
FGDMB000000001,0001,IMMECL00000003,ZPI2,Methyl Chloride,"4,37,691.920",0.00,EFSPHCLMCL0001,Spent HCl,MECL091L,,"-20,79,912.003",0,
,,IMMECL00000003,ZPI2,,,,,,,,"6,79,730.867","2,06,12,853.15",
,,IMMECL00000003,,,,,,,,,"6,79,730.867","2,06,12,853.15",
FGDMB000000001,0001,IMMEES00000004,ZPI2,Methyl Ester.,"6,60,660.000","18,29,72,930.95",00700080,CAUSTIC SODA FLAKES,MEEST091L,,"17,899.000","9,24,492.37",
FGDMB000000001,0001,IMMEES00000004,ZPI2,Methyl Ester.,"6,60,660.000",0.00,00700475,METHANOL,MEEST091L,,"85,478.000","35,91,762.99",
FGDMB000000001,0001,IMMEES00000004,ZPI2,Methyl Ester.,"6,60,660.000",0.00,00750560,O. XYLENE,MEEST091L,,"9,900.000","6,75,890.05",
FGDMB000000001,0001,IMMEES00000004,ZPI2,Methyl Ester.,"6,60,660.000",0.00,EFMEES00000001,KCl filter cleaning ( Hydraulic Load),MEEST091L,,-660.660,0,
FGDMB000000001,0001,IMMEES00000004,ZPI2,Methyl Ester.,"6,60,660.000",0.00,IMK2DCA0000002,K2DCSA,MEEST091L,,"8,46,366.000","20,51,68,810.64",
FGDMB000000001,0001,IMMEES00000004,ZPI2,Methyl Ester.,"6,60,660.000",0.00,IMMECL00000003,Methyl Chloride,MEEST091L,,"4,34,315.920","2,55,51,331.38",
,,IMMEES00000004,ZPI2,,,,,,,,"13,93,298.260","23,59,12,287.43",
,,IMMEES00000004,,,,,,,,,"13,93,298.260","23,59,12,287.43",
FGNADMB0000001,1,IMNADMB0000001,ZPI2,NaDMB,"29,402.000","1,63,97,789.42",00750085,CAUSTIC SODA LYE,DICSOD113L,,205.000,"12,523.66",
FGNADMB0000001,1,IMNADMB0000001,ZPI2,NaDMB,"29,402.000",0.00,FGDMB000000001,Dicamba Technical,DICSOD113L,,"28,152.780","1,29,59,850.75",
,,IMNADMB0000001,ZPI2,,,,,,,,"28,357.780","1,29,72,374.41",
,,IMNADMB0000001,,,,,,,,,"28,357.780","1,29,72,374.41",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000","10,93,65,460.99",00700147,CUPROUS CHLORIDE,NATC061L,,"7,618.000","28,38,958.04",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00700183,DI METHYL FORMAMIDE,NATC061L,,200.000,"30,096.64",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00700200,DICHLOROETHANE -DCE,NATC061L,,"32,522.000","20,18,658.8",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00700315,HYFLO SUPER CEL,NATC061L,,45.400,"2,131.78",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00700602,4 - METHOXY PHENOL MONO METHYL ETHER OF,NATC061L,,25.000,"19,915.56",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00700625,PYRIDINE,NATC061L,,73.000,"14,955.45",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00700802,TRI CHLORO ACETYL CH,NATC061L,,"3,84,535.000","4,97,63,348.51",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00705100,CHLORINE,NATC061L,,"2,220.000","15,308.85",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00730250,NONYL PHENOL ETHYLEN,NATC061L,,188.000,"27,622.98",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00750018,ACRYLONITRILE,NATC061L,,"1,27,227.000","2,53,72,200.16",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00750085,CAUSTIC SODA LYE,NATC061L,,"2,89,812.000","1,67,87,631.21",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00750770,SOLVENT C-9,NATC061L,,"4,383.000","2,72,697.22",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,00750790,SULPHURIC ACID,NATC061L,,"27,223.000","4,43,404.33",
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,EFNATCPOL00001,Ejector Solution (Hydraulic Load),NATC061L,,"-1,149.114",0,
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,EFNATCPOL00004,Scrubber solution (Hydraulic Load).,NATC061L,,-77.320,0,
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,EFNATCPOL00007,Emergency Scrubber solution (Hydraulic L,NATC061L,,-231.260,0,
IMNATCPOL00001,0001,IMNATCPOL00001,ZPI2,NaTCPOL,"3,61,360.000",0.00,EFNATCPOL00010,NaTCPOL Filtrate (Hydraulic Load).,NATC061L,,"-30,928.791",0,
,,IMNATCPOL00001,ZPI2,,,,,,,,"8,43,684.915","9,76,06,929.53",
,,IMNATCPOL00001,,,,,,,,,"8,43,684.915","9,76,06,929.53",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000","31,81,948.87",00700475,METHANOL,NH4DMT036L,,"8,947.000","3,77,477.42",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00700613,PHOSPHORUS PENTA SUL,NH4DMT036L,,"14,400.000","21,70,863.25",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00700740,SODIUM BI SULPHITE,NH4DMT036L,,63.000,"2,099.57",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00700830,TRI ETHYL AMINE -GRADE A-,NH4DMT036L,,60.000,"14,380.39",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00705025,AMMONIA GAS,NH4DMT036L,,"2,650.000","1,62,310.02",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00750085,CAUSTIC SODA LYE,NH4DMT036L,,"3,667.000","2,26,595.78",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00750490,MIXED XYLENE,NH4DMT036L,,863.000,"52,820.14",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,EFANF000000013,Doctor's test (Hydraulic load),NH4DMT036L,,"-8,002.099",0,
,,IMNH4DMTA00001,ZPI2,,,,,,,,"22,647.901","30,06,546.57",
,,IMNH4DMTA00001,,,,,,,,,"22,647.901","30,06,546.57",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000","3,50,08,918.87",00700200,DICHLOROETHANE -DCE,OCBTMS030L,,"49,701.000","31,11,655.87",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,00700544,OCBC,OCBTMS030L,,"12,867.000","24,78,346.09",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,00700730,SODA ASH,OCBTMS030L,,"11,850.000","3,75,011.04",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,00710072,POTASSIUM FLUORIDE,OCBTMS030L,,"92,000.000","2,21,76,867.09",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,00730870,SULFOLANES AQUEOUS,OCBTMS030L,,"8,095.000","16,29,670.15",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,IMTPG000000006,Thiophosgene,OCBTMS030L,,"51,435.000","78,41,950.7",
,,IMOCBTMS000007,ZPI2,,,,,,,,"2,25,948.000","3,76,13,500.94",
,,IMOCBTMS000007,,,,,,,,,"2,25,948.000","3,76,13,500.94",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000","1,22,91,317.02",00700306,HYDRAZINE HYDRATE -A,PCUREA109L,,"1,570.000","8,03,142.39",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700319,IMIDAZOLE,PCUREA109L,,65.000,"33,466.82",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700572,PTSA,PCUREA109L,,182.000,"14,872.79",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700620,CAUSTIC POTASH LYE,PCUREA109L,,6.000,757.4,
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700761,SODIUM METHOXIDE,PCUREA109L,,40.000,"5,520.5",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700807,4-TRIFLRO METHOXY ANILIN,PCUREA109L,,"4,000.000","53,02,674.59",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700825,TOLUENE,PCUREA109L,,"2,300.000","1,15,109.17",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00750171,DIPHENYL CARBONATE,PCUREA109L,,"5,200.000","13,22,988.33",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,IM5CIHE0000005,5-CIHE,PCUREA109L,,"4,713.000","58,65,327.26",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,RESTFMA0000001,TFMA  residue,PCUREA109L,,"-6,143.000",0,
,,IMPCUREAD00006,ZPI2,,,,,,,,"11,933.000","1,34,63,859.25",
,,IMPCUREAD00006,,,,,,,,,"11,933.000","1,34,63,859.25",
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000","79,71,820.64",00700200,DICHLOROETHANE -DCE,TPG030L,,"5,070.000","3,17,027.55",
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,00700215,POTASSIUM IODIDE,TPG030L,,576.000,"14,57,682.62",
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,00705800,SULPHUR DI-OXIDE,TPG030L,,"33,322.000","7,96,466.26",
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,BPSULDIOXIDE01,SULPHER DIOXIDE,TPG030L,,"10,644.000",0,
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,EFTPG000000002,TPG scrubber solution,TPG030L,,"-94,254.750",0,
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,IMCCL3SCL00005,Tri chloro methyl sulfenyl chloride,TPG030L,,"95,413.000","52,62,526.96",
,,IMTPG000000006,ZPI2,,,,,,,,"50,770.250","78,33,703.39",
,,IMTPG000000006,,,,,,,,,"50,770.250","78,33,703.39",
,,,,,,,,,,,"39,81,224.255","4,26,63,03,053.28",
